rowid,name,address,lat,lon,website,phone,category,description,youtubeurl,images,logo,facebook,instagram,linkedin,tiktok,whatsapp,mainoslinkit,karusellipaino,tyyppi,voimassaolo_loppuu,rss,tags,alue_slug,kunta_slug,email,kuvat,videot,whatsapp_1,palvelutapa,service_mode,service_radius,service_note,lisatieto,yhteydenottohistoria
135,Kauneushoitola Ania,"Huminankuja 2, 41400 Laukaa Lievestuore","62,2604021","26,1947594",,358407558641,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Lievestuore,Laukaa,,,,,,,,,,
136,Kauneushoitola Tunne,"Laukaantie 15, 41340 Laukaa","62,413718","25,956601",https://www.kauneushoitolatunne.fi,358406354003,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Laukaa kk,Laukaa,,,,,,,,,,
137,Kauneuspörssi,"Laukaantie 18, 41340 Laukaa","62,414123","25,956217",,35814832505,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Laukaa kk,Laukaa,,,,,,,,,,
140,Kosmetologi Helena Manninen,"Peurungantie 85, 41340 Laukaa","62,43412","25,896808",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Laukaa kk,Laukaa,,,,,,,,,,
146,Parturi-Kampaamo Anita Kuniala,"Laukaantie 18, 41340 Laukaa","62,4141233","25,9562168",,358401833016,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
147,Parturi-Kampaamo Anne-Maria Arvola,"Liepeentie 9, 41400 Laukaa","62,26097","26,195172",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Lievestuore,Laukaa,,,,,,,,,,
148,Parturi-Kampaamo Doris,"Juholanmäki 22, 41310 Laukaa","62,3274594","25,8346867",,35814665993,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Leppävesi,Laukaa,,,,,,,,,,
149,Parturi-kampaamo Minna Näreaho,"Koiralammentie 17, 41310 Laukaa","62,32251","25,839403",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Leppävesi,Laukaa,,,,,,,,,,
150,Parturi-Kampaamo Paulan Kampa,"Arwidssonintie 17, 41340 Laukaa","62,413107","25,951018",,358400850438,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
151,Parturi-Kampaamo Raija Viinikainen,"Liepeentie 7 , 41400 Laukaa","62,2606397","26,1942537",,358405473700,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Lievestuore,Laukaa,,,,,,,,,,
152,Parturi-Kampaamo Sandy,"Haavistontie 5, 41330 Laukaa","62,367993","25,901294",,358451311797,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Vihtavuori,Laukaa,,,,,,,,,,
153,Parturi-Kampaamo Tuula Häkkinen,"Jokiniityntie 7, 41340 Laukaa","62,424926","25,945354",,35814832494,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
156,Pieni Helmi,"Brittilänranta 12, 41330 Laukaa","62,37","25,91",,358407028886,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,,Vihtavuori,Laukaa,,,,,,,,,,
158,Kynsiteknikko Kristi Ruul-Saari​,"Kuusisentie 53, 41340 Laukaa","62,428391","25,93729",https://www.kynsistudiokrissu.com,358505177131,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kynsihoito,Laukaa kk,Laukaa,,,,,,,,,,
159,Hiushuone Soma,"Laukaantie 26, 41340 Laukaa","62,415125","25,951927",,358400261979,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
160,Spirello,"Laukaantie 5 A 2, 41340 Laukaa","62,412701","25,958147",,358405277951,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
162,T.mi Jaana Jämbäck,"Hiihtomäentie 3, 41330 Laukaa","62,372755","25,901839",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Vihtavuori,Laukaa,,,,,,,,,,
163,Tia's hair and beauty,"Nurmijärventie 222, 41390 Laukaa","62,491349","26,06791",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
164,Tmi Anni Nurminen,"Laukaantie 26, 41340 Laukaa","62,415125","25,951927",,358400699562,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
165,Tmi Helppasi,"Miettisentie 1, Laukaa","62,407869","25,925338",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,"maatila, kala",Laukaa kk,Laukaa,,,,,,,,,,
167,Tmi Katja Vehviläinen (Parturi-kampaamo,"Laukaantie 22-24, 41340 Laukaa","62,41454","25,954354",,358407315521,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
168,Tmi Kia Janhonen,"Liepeentie 6, 41400 Laukaa","62,260987","26,197633",,358400907054,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Lievestuore,Laukaa,,,,,,,,,,
169,Tmi Mari Virtanen,"Laukaantie 26, 41340 Laukaa","62,415125","25,951927",,358404160906,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
170,Tmi Saana Oksanen,"Kantolantie 10, 41340 Laukaa","62,409956","25,950166",https://www.timma.fi/eloisa,358504760744,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Laukaa kk,Laukaa,,,,,,,,,,
171,Tmi Saija Kärki,"Liepeentie 4 , 41400 Laukaa","62,2605696","26,1953816",https://timma.fi/kampaamosaija,358409303152,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,parturikampaamo,Lievestuore,Laukaa,,,,,,,,,,
172,Tmi SaraBella/Salon Belleza Gloriosa Sara Aho,"Tiituspohjantie 50, 41310 Laukaa","62,327598","25,841691",,358404177019,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Leppävesi,Laukaa,,,,,,,,,,
173,Tmi Seija Puttonen,"Peurungantie 85, 41340 Laukaa","62,43412","25,896808",https://www.peurunka.fi,358207516713,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,kauneuspalvelut,Laukaa kk,Laukaa,,,,,,,,,,
204,Laukaan Kotipalvelu,"Vilppulantie 196, 41370 Laukaa","62,465955","25,915508",,,Hyvinvointi ja terveys,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
293,Terviksen tilat,"Lievestuore, Laukaa","62,266","26,211",https://www.terviksentilat.fi/,,Juhlatilat,"Terviksen tilat on Lievestuoreella sijaitseva juhla- ja kokoontumistila, joka soveltuu erilaisten yksityistilaisuuksien, juhlien, kokousten ja kylätapahtumien järjestämiseen. Tilat tarjoavat monikäyttöisen ympäristön sekä sisätiloissa että mahdollisesti piha-alueen tapahtumille. Kohde palvelee paikallisia asukkaita ja yhteisöjä.",,[],,,,,,,[],,juhlatila,,,"juhlatila, kokoustila, lievestuore, juhlat, tapahtumat, kylätalo, kokoontumistila, vuokratila, juhlapalvelut, tilavuokraus",Lievestuore,Laukaa,,[],[],,paikan päällä,LOCAL,0,Sijaitsee Lievestuoreella ja toimii paikallisena juhla- ja kokoontumistilana varauksesta.,,
290,Revontuli Resort,"Revontulentie 1, 41500 Hankasalmi","62,3299981","26,521",https://revontuli.fi,,Juhlatilat,"Revontuli Resort on Hankasalmella sijaitseva monipuolinen lomakeskus, joka tarjoaa majoitusta lasi-igluissa, mökeissä ja hotellihuoneissa. Kohde tunnetaan erityisesti revontulielämyksistä, luonnonläheisestä ympäristöstä sekä monipuolisista aktiviteeteista kuten golfista, keilailusta, saunomisesta ja talviaktiviteeteista. Alueella on myös ravintola- ja kokouspalvelut sekä tapahtumien järjestämismahdollisuudet.",,,,,,,,,,,lomakeskus,,,"revontuli, hankasalmi, lomakeskus, hotelli, iglut, lasi-iglu, mökit, ravintola, sauna, golf, keilailu, kokous, tapahtumat, luontomatkailu, elämykset",Hankasalmi,Hankasalmi,,,,,paikan päällä,LOCAL,0,Sijaitsee Hankasalmella luonnon keskellä. Palvelut saatavilla lomakeskuksessa ympäri vuoden.,,
289,Taulun Kartano,"Tauluntie 596, Toivakka","62,163","26,271",https://taulunkartano.fi,,Juhlatilat,"Taulun Kartano on historiallinen kartanomiljöö Toivakassa, joka tarjoaa majoitusta, ravintolapalveluita sekä juhla- ja kokoustiloja. Kohde tunnetaan erityisesti häiden, yritystapahtumien ja juhlien järjestämispaikkana. Kartanossa on myös sauna- ja hyvinvointipalveluja sekä luonnonläheinen ympäristö järven ja maaseudun läheisyydessä.",,,,,,,,,,,majoitus- ja juhlakartano,,,"taulun kartano, toivakka, hotelli, ravintola, juhlatila, kokoustila, häät, majoitus, sauna, yritystapahtumat, kartano, juhlapalvelut",Toivakka,Toivakka,,,,,paikan päällä,LOCAL,0,"Kartanokohde Toivakassa, palvelut saatavilla varauksella. Soveltuu erityisesti juhliin, majoitukseen ja kokouksiin.",,
277,Sarahovin kokoustilat,Laukaantie 6,"62,411087","25,9578529",,,Juhlatilat,,,,,,,,,,,,,,,juhlatilat,Laukaa kk,Laukaa,,,,,,,,,,
276,Vuonteen Helmi,"Tarvaalantie 22, Vuontee","62,3410007","26,0291409",http://www.vuonteenhelmi.fi,,Juhlatilat,,,,,,,,,,,,,2026-05-29,,juhlatilat,Vihtavuori,Laukaa,,,,,,LOCAL,,,,
275,Tyyni Hoiva Suomi Oy,"Koipilahdentie 210, Rautalampi","62,7503773","26,5641627",https://www.tyynihoiva.fi,358 50 3639 338,Juhlatilat,Läsnä olevaa henkilökohtaista palvelua sydämellä.,,,,,,,,,,,ilmainen,,,"omaishoitaja, hoivapalvelu, tukipalvelu, kotihoito",,Laukaa,,,,,KOTIKAYNTI,SERVICE_AREA,80,,,
117,Perttulan tila Oy,"Vaajakoskentie 113, 41310 Laukaa","62,323125","25,87644",https://www.perttulantila.fi/,358405199929,Juhlatilat,,,,,,,,,,,,ilmainen,,,kahvila,Leppävesi,Laukaa,,,,,,,,,,
250,Karivik Ravintolat Oy,"Valkolantie 68, 41350 Laukaa","62,434592","25,86865",,358405574003,Juhlatilat,,,,,,,,,,,,ilmainen,,,"ravintola, huvit",Laukaa kk,Laukaa,,,,,,,,,,
282,Laukaan Tuulenväre,"Ristonniementie 2, 41340 Laukaa","62,401075","25,9511854",https://www.laukaantuulenvare.com,040 196 4487,Juhlatilat,"Elegantti ja persoonallinen juhlatila Saraaveden rannalla Tyvelänniemessä noin 2 km Laukaan keskustasta. Soveltuu häihin, syntymäpäiviin, muistotilaisuuksiin, kokouksiin ja muihin juhliin. Isossa salissa istumapaikat noin 80 henkilölle ja Ateljee-tilan myötä lisäpaikkoja noin 20. Tilassa suuri parveke, flyygeli, takka, äänentoisto, kylmälaitteet, hella sekä mahdollisuus omiin ruokiin. Juhla-astiat ja pöytäliinat vuokrattavissa.",,,,,,,,,,,juhla- ja kokoustila,,,"juhlatilat,häät,kokoustila,juhlasali,muistotilaisuus,saraavesi,tyvelänniemi,juhlatila,laukaa,parveke",Laukaa kk,Laukaa,Vuokra-aika sovitaan tapauskohtaisesti. Pääsääntöisesti vuokra-aika päättyy klo 22.00. Hiekoitettu piha-alue käytettävissä pysäköintiin.,,,,,,,,,
281,Juhla- ja kylätalo Himma,"Yläpohjantie 34, 41180 Vehniä","62,4468881","25,6736305",https://www.vehnia.fi/juhla-ja-kylatalo-himma/,040 824 6751,Juhlatilat,"Vehniän kyläyhdistyksen omistama ja ylläpitämä juhla- ja kylätalo Laukaan Vehniällä. Soveltuu häihin, juhliin, kokouksiin, seminaareihin, pikkujouluihin, karonkkoihin, saunailtoihin ja muihin tapahtumiin ympäri vuoden. Tiloissa juhlasali 150–200 henkilölle, ravintolatila 40 henkilölle, takka- ja saunatilat noin 20 henkilölle, valmistuskeittiö, näyttämö, videotykki, WiFi, äänentoisto ja juhla-astiat 150 hengelle. Omat ruoat ja juomat sallittu.",,,,,,,,,,,juhla- ja kokoustila,,,"juhlatilat,häät,kokoustila,juhlasali,sauna,pikkujoulut,seminaari,karonkka,vehniä,kylätalo",Vehniä,Laukaa,"Tilat remontoitu vuosina 2017–2019 ja 2025. Vuokraukseen saatavilla myös siivouspalvelu ja yhteistyökumppaneiden catering-apu. Tilat käytössä klo 02:00 saakka, yöpyminen ei mahdollista.",,,,,,,,,
279,Työväentalo Toivola Lievestuore,"Puutarhatie 1, 41400 Lievestuore","62,258","26,187",https://visitlaukaa.fi/palvelu/tyovaentalo-toivola/,040 054 0995,Juhlatilat,"Yli satavuotias tunnelmallinen juhla- ja tapahtumatalo Lievestuoreella. Soveltuu häihin, kokouksiin, muistotilaisuuksiin, seminaareihin, pikkujouluihin, karonkkoihin ja muihin juhliin. Tiloissa suuri juhlasali, kahvila, sauna, videotykki sekä esteetön ja muunneltava tila. Omat ruoat ja juomat sallittu, kahvilapalvelut ja järjestysmiespalvelut tilauksesta.",,,,[https://www.facebook.com/Ty%C3%B6v%C3%A4entalo-Toivola-361219194258431/](https://www.facebook.com/Ty%C3%B6v%C3%A4entalo-Toivola-361219194258431/),,,,,,,juhla- ja kokoustila,,,"juhlatilat,häät,kokoustila,juhlasali,sauna,muistotilaisuus,pikkujoulut,seminaari,karonkka,lievestuore",Lievestuore,Laukaa,"Tilaa vuokraa Laukaan Demarit. Saatavilla myös kahvilapalvelut, järjestysmiespalvelut ja mahdollisuus tilapäiseen lattiamajoitukseen.",,,,,,,,,
280,Juhlatalo Humina Lievestuore,"Huminankuja 2, 41400 Lievestuore, Laukaa","62,2604021","26,1947594",https://www.juhlatalohumina.fi/,,Juhlatilat,"Tunnelmallinen juhla- ja kokoustila Lievestuoreen keskustassa. Soveltuu häihin, syntymäpäiviin, valmistujaisiin, muistotilaisuuksiin, kokouksiin ja yritystilaisuuksiin myös kokonaispalveluna. Yläkerran juhlatilassa istumapaikat noin 75 henkilölle ja kellaritilassa noin 20 henkilölle. Kesäisin käytössä myös viihtyisä piha-alue ja terassi.",,,,,,,,,,,juhla- ja kokoustila,,,"juhlatilat, kokoustilat, häät, muistotilaisuudet, yritysjuhlat, syntymäpäivät, valmistujaiset, juhlapalvelut, kokouspalvelut, tilausravintola, catering",Lievestuore,Laukaa,"Yläkerran juhlatila noin 75 henkilölle, kellaritila noin 20 henkilölle. Tunnettu myös Janin Keittiön yhteydessä. Osoite vahvistettu Visit Laukaa -lähteestä.",,,,,,,,,
295,Naissaaren Upee kahvila,"Naissaarentie 2, 40800 Vaajakoski, Jyväskylä, Suomi","62,2450238","25,8850797",,358503308055,Kahvila,"Naissaaren Upee kahvila (Naissaaren Koskenhenki) on viihtyisä kahvila ja ruokapaikka Vaajakoskella koskimaisemissa. Tarjoaa kahvia, leivonnaisia ja ruokaa rennossa ympäristössä.",,[],,[https://www.facebook.com/naissaarenkoskenhenki](https://www.facebook.com/naissaarenkoskenhenki),,,,,[],,yritys,,,"kahvila, Vaajakoski, Jyväskylä, koskimaisema, kahvi, lounas, leivonnaiset, Naissaari, ravintola, pitopalvelu",keski-suomi,jyvaskyla,,[],[],,paikan päällä,on-site,,,,
271,Fenno optiikka,"Laukaantie 22-24, 41340 Laukaa","62,4145402","25,954354",,,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
270,Tertan kahvila- ja puoti,"Antinniementie 1, 41330 Laukaa","62,3421842","25,9688631",,,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,kahvila,Vihtavuori,Laukaa,,,,,,,,,,
13,Iloinen Noita Oy,"Leipäpohjantie 45, 41350 Laukaa","62,411217","25,908613",,358405747070,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
17,Laukaan Apteekki,"Vuokaari 2, 41340 Laukaa","62,413063","25,947868",https://www.laukaanapteekki.fi,35814831044,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
19,Lievestuoreen Apteekki,"Liepeentie 8, 41400 Laukaa","62,261279","26,199196",https://www.lievestuoreenapteekki.fi,358207199440,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Lievestuore,Laukaa,,,,,,,,,,
82,R-kioski - Kirsi Sinijärvi Oy,"Laukaantie 22, 41340 Laukaa","62,41454","25,954354",https://www.r-kioski.fi,358469200811,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
90,Laukaan Säästö-Market Oy,"Ruuhimäentie 1, 41400 Laukaa","62,24585","26,13574",,358148404225,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,,Lievestuore,Laukaa,,,,,,,,,,
100,Tokmanni Oy,"Vuojärven puistotie 11, 41340 Laukaa","62,413665","25,948274",https://www.tokmanni.fi,,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
129,Fieldhill Oy,"Pienkuukkalantie 22, 41310 Laukaa","62,347114","25,879991",,358452665212,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,kirpputori,Leppävesi,Laukaa,,,,,,,,,,
134,Joudukas,"Alapohjantie 156a, 41160 Jyväskylä","62,393961","25,70926",https://www.joudukas.fi,358504911431,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,käsityöt,Vehniä,Laukaa,,,,,,,,,,
141,Laukaan Kultakello Avoin yhtiö,"Arwidssonintie 15, 41340 Laukaa","62,413107","25,951018",,358505557216,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Laukaa kk,Laukaa,,,,,,,,,,
142,Merjan Risu&Ruusut,"Kuukkasentie 1 A 1, 41340 Laukaa","62,412604","25,945567",,358407388747,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
143,Miruma,"Rinnekuja 17, 41310 Laukaa","62,31565","25,85288",,358407027733,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,,Leppävesi,Laukaa,,,,,,,,,,
166,Tmi Jussi Pöysä,"Ravitie 3, 41330 Laukaa","62,378732","25,904618",https://www.puusta.fi,358407154986,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,erikoisliikkeet,Vihtavuori,Laukaa,,,,,,,,,,
176,Väentupa R.Y. (Kirpputori Retrokeidas),"Laukaantie 13, 41340 Laukaa","62,413513","25,957332",https://vaentupa.fi/tyollistaminen/retrokeidas/,,Kaupat ja ostokset,Toiminta pohjautuu lahjoitustavaroiden ja tuotteiden myyntiin kirpputoriperiaatteella.,,,,,,,,,,,ilmainen,,,"kirpputori, pyörähuolto",Laukaa kk,Laukaa,,,,,,,,,,
240,Väentupa R.Y. (SER-TOIMINTA),"Katajamäentie 6, 41340 Laukaa","62,402382","25,93058",https://www.vaentupa.fi,,Kaupat ja ostokset,,,,,,,,,,,,ilmainen,,,kirpputori,Laukaa kk,Laukaa,,,,,,,,,,
265,Kirpputori Majakka,Liepeentie 9,"62,26097","26,195172",https://www.laukaanseurakunta.fi/osallistu/majakan-kirpputori-ja-olohuone,,Kaupat ja ostokset,Tule tekemään löytöjä Majakan kirppikselle Lievestuoreelle!,,,,,,,,,,,ilmainen,,,kirpputori,Lievestuore,Laukaa,,,,,,,,,,
118,Peurunka Oy,"Peurungantie 85, 41340 Laukaa","62,43412","25,896808",https://www.peurunka.fi,35820751601,Majoitus,,,,,,,,,,,,ilmainen,,,,Laukaa kk,Laukaa,,,,,,,,,,
242,Kuhajärven Suviranta Oy,"Niementie 21, 41330 Laukaa","62,362904","25,931743",https://www.fincottage.com/,358442452019,Majoitus,,,,,,,,,,,,ilmainen,,,vuokraus,Vihtavuori,Laukaa,,,,,,,,,,
245,Pietilän Lomamökit,"Salmelankyläntie 202, 41330 Laukaa","62,33576","26,003067",https://www.pietilanlomamokit.com,358503403154,Majoitus,"Pietilän lomamökit on rauhallinen lomamökkikohde Vihtavuoren alueella Laukaassa luonnon ja vesistöjen läheisyydessä. Kohde tarjoaa perinteisiä hyvin varusteltuja mökkimajoituksia omassa rauhassa, sopien erityisesti perheille, kalastajille ja luontolomailijoille. Mökeissä on tyypillisesti sauna, keittiö ja oma piha-alue. Alue soveltuu ympärivuotiseen vapaa-ajan viettoon sekä lyhyisiin että pidempiin lomiin.",,,,,,,,,,,ilmainen,,,vuokraus,Vihtavuori,Laukaa,,,,,,,,,,
287,Tarvaalan Kalamaja,"Tarvaalantie, 41340 Laukaa","62,3410007","26,0291409",,,Majoitus,"Tarvaalan kalamaja on rauhallinen järvi- ja luontokohde Tarvaalan alueella Laukaassa. Kohde soveltuu erityisesti kalastukseen, pienryhmien majoitukseen, luonnossa liikkumiseen ja rentoutumiseen. Kalamaja tarjoaa perusmajoitustason puitteet luonnon keskellä, lähellä vesistöjä ja hyviä kalastusalueita. Ympäristö on hiljainen ja soveltuu omatoimiseen lomailuun.",,,,,,,,,,,kalamaja,,,"majoitus,kalamaja,kalastus,tarvaala,laukaa,järvimaisema,luontokohde,vapaa-aika,eräily,pienryhmämajoitus",Vihtavuori,Laukaa,"Kohde painottuu omatoimiseen majoitukseen ja kalastusharrastukseen. Ei laajaa palvelutarjontaa, mutta hyvät luonto- ja vesistömahdollisuudet.",,,,,,,,,
286,Multamäen leirikeskus,"Multamäki, laukaa","62,462586","25,862487",,,Majoitus,"Multamäen leirikeskus on luonnonläheinen leiri- ja majoituskohde Peurunkajärven rannalla Laukaassa. Kohde soveltuu leirikoulujen, nuorisoleirien, retkien, ryhmien ja yhdistysten majoitukseen sekä koulutus- ja virkistystapahtumiin. Alueella on majoitustiloja, ruokailu- ja kokoontumistiloja sekä hyvät ulkoilu- ja vesistömahdollisuudet. Rauhallinen järvimaisema tarjoaa puitteet ympärivuotiseen ryhmätoimintaan.",,,,,,,,,,,leirikeskus,,,"majoitus,leirikeskus,leirikoulu,nuorisoleiri,ryhmämajoitus,peurunkajärvi,laukaa,koulutus,luontokohde,retkeily,vapaa-aika",Laukaa kk,Laukaa,Järvenrantasijainti mahdollistaa monipuoliset vesistö- ja luontoaktiviteetit. Kohde painottuu ryhmäkäyttöön ja leiritoimintaan.,,,,,,,,,
285,Country Häkkinen Lomamökit,Myllylahdentie 401,"62,2622431","26,0041356",https://www.countryhakkinen.fi,040 736 5166,Majoitus,"Leppäveden alueella luonnonrauhassa sijaitseva lomamökkikohde, joka tarjoaa ympärivuotista majoitusta järven läheisyydessä. Käytettävissä viihtyisiä ja hyvin varusteltuja lomamökkejä omalla saunalla, terassilla, takalla, keittiöllä ja luontoyhteydellä. Sopii lomailuun, perhemajoitukseen, kalastukseen, yritysryhmille sekä rauhallisiin virkistys- ja vapaa-ajan oleskeluihin. Alueella hyvät ulkoilu- ja luontoreitit sekä rantasaunamahdollisuuksia.",,,,[https://www.facebook.com/countryhakkinen](https://www.facebook.com/countryhakkinen),,,,,,,lomamökit,,,"majoitus,lomamökki,mökki,sauna,järvenranta,leppävesi,laukaa,kalastus,perhemajoitus,vapaa-aika,yritysryhmät",Lievestuore,Laukaa,"Luonnonläheinen sijainti Leppäveden tuntumassa. Mahdollisuus saunaan, kalastukseen ja ulkoiluun. Helppo saavutettavuus Jyväskylän suunnasta.",,,,,,,,,
284,Ylä-Saarikon lomamökit,"Suolahdentie 719, 41370 Kuusa, Laukaa","62,5035225","25,890444",http://www.ylasaarikko.com,040 514 4830,Majoitus,"Kuusassa Vatianjärven rannalla sijaitseva lomamökkikohde, jossa on kuusi omarantaista ja ympärivuotisessa käytössä olevaa hirsimökkiä. Jokaisessa mökissä on oma ranta, sauna, takka, soutuvene, täysin varusteltu keittiö, sisä-wc ja terassi. Majoitusta yhteensä noin 50 hengelle. Sopii lomailuun, kalastukseen, työmatkalaisten tilapäismajoitukseen sekä pidempiaikaiseen majoitukseen. Lähellä Kuusaankoski, Varjola, Peurunka ja Metsoreitti.",,,,,,,,,,,lomamökit,,,"majoitus,lomamökki,mökki,sauna,järvenranta,kuusa,laukaa,vatianjärvi,kalastus,vapaa-aika,tilapäismajoitus",Laukaa kk,Laukaa,"Vuokrattavana myös grillikota ja kotasauna. Sesonkiaikana majoitus yleensä viikkovuokrauksena, muina aikoina myös lyhyempiä majoituksia. Lähin kylpylä Peurunka noin 5 km.",,,,,,,,,
283,Pitkäniemen lomahuoneistot,"Pitkäniementie 171, 41390 Äijälä, Laukaa","62,4927435","26,0522324",https://www.laukaanpitkaniemi.fi,,Majoitus,"Laukaan Äijälässä Nurminen-järven rannalla sijaitseva lomakeskus, joka tarjoaa 4–6 hengen lomahuoneistoja ympäri vuoden. Kohteessa on 11 huoneistoa, joista suurin on 60 m² kolmella makuuhuoneella ja pienemmät 40 m² huoneistot neljälle hengelle. Jokaisessa huoneistossa on sauna, terassi, täysin varustettu keittiö ja järvinäkymä. Käytössä myös veneitä, laituri, nuotiopaikka, rantatuolit ja hiekkapohjainen uimapaikka.",,,,,,,,,,,lomahuoneistot,,,"majoitus,lomahuoneisto,mökki,sauna,järvenranta,äijälä,laukaa,nurminen,perhemajoitus,vapaa-aika",Laukaa kk,Laukaa,"Lemmikit sallittu rajoituksin. Vaihtopäivä perjantaisin. Lähellä Varjola, Tupaswilla ja Peurunka. Varaukset verkkosivujen kautta.",,,,,,,,,
292,Mika Nuorva Valokuvaaja,,,,,,Palvelut,"Mika Nuorva on valokuvaaja, joka tarjoaa monipuolisia kuvauspalveluja yksityis- ja yritysasiakkaille. Palveluihin kuuluvat henkilökuvaukset, tapahtuma- ja juhlakuvaukset, yrityskuvaukset sekä mahdolliset ympäristö- ja luontokuvaukset. Toiminnassa painotetaan tilanneherkkää dokumentaarista otetta sekä laadukasta kuvajälkeä.",,[],,,,,,,[],,valokuvaaja,,,"valokuvaaja, valokuvaus, tapahtumakuvaus, henkilökuvaus, yrityskuvaus, potretit, dokumentaarinen kuvaus, juhlakuvaus, luontokuvaus, mika nuorva",Keski-Suomi,laukaa,,[],[],,paikan päällä,SERVICE_AREA,120,Palvelut Keski-Suomen alueella joustavasti asiakkaan kohteessa tai tapahtumapaikalla. Sopimuksen mukaan myös pidemmät keikat.,,
291,Keijo Penttinen PS Studio,,,,,,Palvelut,"Keijo Penttinen PS Studio on valokuvauspalveluihin keskittynyt studio, joka tarjoaa monipuolisia kuvauspalveluja yksityis- ja yritysasiakkaille. Palveluihin kuuluvat henkilökuvaukset, studiokuvaukset, tapahtuma- ja juhlakuvaukset sekä tuote- ja yrityskuvaus. Studio painottaa laadukasta visuaalista lopputulosta ja asiakaslähtöistä palvelua.",,[],,,,,,,[],,valokuvausstudio,,,"valokuvaaja, valokuvaus, studiokuvaus, henkilökuvaus, yrityskuvaus, tapahtumakuvaus, potretit, muotokuvaus, tuotekuvaus, keijo penttinen, ps studio, valokuvastudio, juhlakuvaus",Keski-Suomi,laukaa,,[],[],,paikan päällä,SERVICE_AREA,100,Palvelut joustavasti Keski-Suomen alueella asiakkaan tarpeen mukaan. Studiokuvaus sekä tarvittaessa kuvaus tapahtumissa ja asiakkaan tiloissa.,,
